,Unnamed: 0,Unnamed: 0.1,Region/Country/Area,Región,Year,Series,Value,Footnotes,Source
3093,3093,3199,705,Slovenia,2016,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3100,3100,3206,90,Solomon Islands,2005,"Intentional homicide rates per 100,000",5.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3105,3105,3211,90,Solomon Islands,2008,"Intentional homicide rates per 100,000",3.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3112,3112,3218,706,Somalia,2005,"Intentional homicide rates per 100,000",5.0,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3113,3113,3219,706,Somalia,2010,"Intentional homicide rates per 100,000",5.3,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3114,3114,3220,706,Somalia,2015,"Intentional homicide rates per 100,000",4.3,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3117,3117,3223,710,South Africa,2005,"Intentional homicide rates per 100,000",38.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3118,3118,3224,710,South Africa,2010,"Intentional homicide rates per 100,000",30.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3121,3121,3227,710,South Africa,2011,"Intentional homicide rates per 100,000",29.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3124,3124,3230,710,South Africa,2016,"Intentional homicide rates per 100,000",34.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3125,3125,3231,728,South Sudan,2012,"Intentional homicide rates per 100,000",13.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3128,3128,3234,724,Spain,2005,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3133,3133,3239,724,Spain,2010,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3141,3141,3247,724,Spain,2015,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3149,3149,3255,724,Spain,2016,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3156,3156,3262,144,Sri Lanka,2004,"Intentional homicide rates per 100,000",7.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3161,3161,3267,144,Sri Lanka,2005,"Intentional homicide rates per 100,000",6.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3162,3162,3268,144,Sri Lanka,2010,"Intentional homicide rates per 100,000",3.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3170,3170,3276,144,Sri Lanka,2013,"Intentional homicide rates per 100,000",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3178,3178,3284,144,Sri Lanka,2016,"Intentional homicide rates per 100,000",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3185,3185,3291,275,State of Palestine,2005,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3190,3190,3296,275,State of Palestine,2010,"Intentional homicide rates per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3198,3198,3304,275,State of Palestine,2012,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3206,3206,3312,275,State of Palestine,2013,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3209,3209,3315,275,State of Palestine,2016,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3210,3210,3316,729,Sudan,2008,"Intentional homicide rates per 100,000",5.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3216,3216,3322,740,Suriname,2004,"Intentional homicide rates per 100,000",9.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3218,3218,3324,740,Suriname,2005,"Intentional homicide rates per 100,000",13.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3219,3219,3325,740,Suriname,2008,"Intentional homicide rates per 100,000",8.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3222,3222,3328,752,Sweden,2005,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3229,3229,3335,752,Sweden,2010,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3236,3236,3342,752,Sweden,2015,"Intentional homicide rates per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3243,3243,3349,752,Sweden,2016,"Intentional homicide rates per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3249,3249,3355,756,Switzerland,2005,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3256,3256,3362,756,Switzerland,2010,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3263,3263,3370,756,Switzerland,2015,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3270,3270,3378,756,Switzerland,2016,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3276,3276,3385,760,Syrian Arab Republic,2004,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3281,3281,3390,760,Syrian Arab Republic,2005,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3285,3285,3394,760,Syrian Arab Republic,2008,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3291,3291,3400,760,Syrian Arab Republic,2010,"Intentional homicide rates per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3294,3294,3403,762,Tajikistan,2005,"Intentional homicide rates per 100,000",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3296,3296,3405,762,Tajikistan,2010,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3304,3304,3413,762,Tajikistan,2011,"Intentional homicide rates per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3312,3312,3421,764,Thailand,2005,"Intentional homicide rates per 100,000",7.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3317,3317,3427,764,Thailand,2010,"Intentional homicide rates per 100,000",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3324,3324,3435,764,Thailand,2014,"Intentional homicide rates per 100,000",3.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3331,3331,3443,764,Thailand,2015,"Intentional homicide rates per 100,000",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3337,3337,3449,764,Thailand,2016,"Intentional homicide rates per 100,000",3.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3342,3342,3454,626,Timor-Leste,2005,"Intentional homicide rates per 100,000",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3343,3343,3455,626,Timor-Leste,2010,"Intentional homicide rates per 100,000",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3344,3344,3456,626,Timor-Leste,2015,"Intentional homicide rates per 100,000",3.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3348,3348,3460,768,Togo,2005,"Intentional homicide rates per 100,000",10.7,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3349,3349,3461,768,Togo,2010,"Intentional homicide rates per 100,000",9.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3350,3350,3462,768,Togo,2015,"Intentional homicide rates per 100,000",9.0,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3353,3353,3465,776,Tonga,2005,"Intentional homicide rates per 100,000",4.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3355,3355,3468,776,Tonga,2010,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3357,3357,3471,776,Tonga,2012,"Intentional homicide rates per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3359,3359,3474,780,Trinidad and Tobago,2005,"Intentional homicide rates per 100,000",29.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3367,3367,3482,780,Trinidad and Tobago,2010,"Intentional homicide rates per 100,000",35.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3375,3375,3490,780,Trinidad and Tobago,2015,"Intentional homicide rates per 100,000",30.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3383,3383,3498,788,Tunisia,2005,"Intentional homicide rates per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3384,3384,3499,788,Tunisia,2010,"Intentional homicide rates per 100,000",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3385,3385,3500,788,Tunisia,2012,"Intentional homicide rates per 100,000",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3388,3388,3503,792,Turkey,2005,"Intentional homicide rates per 100,000",4.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3396,3396,3511,792,Turkey,2010,"Intentional homicide rates per 100,000",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3404,3404,3519,792,Turkey,2012,"Intentional homicide rates per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3416,3416,3531,795,Turkmenistan,2004,"Intentional homicide rates per 100,000",4.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3419,3419,3534,795,Turkmenistan,2005,"Intentional homicide rates per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3423,3423,3538,795,Turkmenistan,2006,"Intentional homicide rates per 100,000",4.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3429,3429,3545,796,Turks and Caicos Islands,2009,"Intentional homicide rates per 100,000",6.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3430,3430,3546,796,Turks and Caicos Islands,2014,"Intentional homicide rates per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3431,3431,3548,798,Tuvalu,2010,"Intentional homicide rates per 100,000",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3432,3432,3549,798,Tuvalu,2012,"Intentional homicide rates per 100,000",18.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3433,3433,3550,800,Uganda,2005,"Intentional homicide rates per 100,000",8.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3438,3438,3555,800,Uganda,2010,"Intentional homicide rates per 100,000",9.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3446,3446,3563,800,Uganda,2014,"Intentional homicide rates per 100,000",11.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3454,3454,3571,804,Ukraine,2005,"Intentional homicide rates per 100,000",6.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3462,3462,3579,804,Ukraine,2010,"Intentional homicide rates per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3470,3470,3587,804,Ukraine,2014,"Intentional homicide rates per 100,000",6.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3471,3471,3588,784,United Arab Emirates,2004,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3475,3475,3592,784,United Arab Emirates,2005,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3479,3479,3596,784,United Arab Emirates,2006,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3483,3483,3600,784,United Arab Emirates,2010,"Intentional homicide rates per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3486,3486,3603,784,United Arab Emirates,2015,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3494,3494,3611,784,United Arab Emirates,2016,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3499,3499,3616,826,United Kingdom,2005,"Intentional homicide rates per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3507,3507,3624,826,United Kingdom,2010,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3515,3515,3632,826,United Kingdom,2014,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3523,3523,3640,826,United Kingdom,2016,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3530,3530,3647,834,United Rep. of Tanzania,2004,"Intentional homicide rates per 100,000",7.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3531,3531,3648,834,United Rep. of Tanzania,2010,"Intentional homicide rates per 100,000",8.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3535,3535,3654,834,United Rep. of Tanzania,2015,"Intentional homicide rates per 100,000",7.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3542,3542,3662,840,United States of America,2005,"Intentional homicide rates per 100,000",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3548,3548,3668,840,United States of America,2010,"Intentional homicide rates per 100,000",4.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3554,3554,3674,840,United States of America,2016,"Intentional homicide rates per 100,000",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3560,3560,3680,850,United States Virgin Islands,2005,"Intentional homicide rates per 100,000",34.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3563,3563,3683,850,United States Virgin Islands,2010,"Intentional homicide rates per 100,000",52.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3566,3566,3686,850,United States Virgin Islands,2012,"Intentional homicide rates per 100,000",49.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3569,3569,3689,858,Uruguay,2003,"Intentional homicide rates per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3573,3573,3693,858,Uruguay,2004,"Intentional homicide rates per 100,000",6.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3576,3576,3696,858,Uruguay,2005,"Intentional homicide rates per 100,000",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3578,3578,3698,858,Uruguay,2010,"Intentional homicide rates per 100,000",6.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3584,3584,3704,858,Uruguay,2015,"Intentional homicide rates per 100,000",8.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3592,3592,3712,858,Uruguay,2016,"Intentional homicide rates per 100,000",7.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3599,3599,3719,860,Uzbekistan,2005,"Intentional homicide rates per 100,000",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3600,3600,3720,860,Uzbekistan,2008,"Intentional homicide rates per 100,000",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3603,3603,3723,548,Vanuatu,2005,"Intentional homicide rates per 100,000",2.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3604,3604,3724,548,Vanuatu,2010,"Intentional homicide rates per 100,000",2.3,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3605,3605,3725,548,Vanuatu,2015,"Intentional homicide rates per 100,000",2.1,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3608,3608,3728,862,Venezuela (Boliv. Rep. of),2005,"Intentional homicide rates per 100,000",37.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3611,3611,3731,862,Venezuela (Boliv. Rep. of),2010,"Intentional homicide rates per 100,000",45.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3614,3614,3734,862,Venezuela (Boliv. Rep. of),2012,"Intentional homicide rates per 100,000",53.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3617,3617,3737,862,Venezuela (Boliv. Rep. of),2016,"Intentional homicide rates per 100,000",56.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3618,3618,3738,704,Viet Nam,2005,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3619,3619,3739,704,Viet Nam,2010,"Intentional homicide rates per 100,000",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3620,3620,3740,704,Viet Nam,2011,"Intentional homicide rates per 100,000",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3623,3623,3743,887,Yemen,2005,"Intentional homicide rates per 100,000",4.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3625,3625,3745,887,Yemen,2009,"Intentional homicide rates per 100,000",4.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3630,3630,3750,887,Yemen,2010,"Intentional homicide rates per 100,000",4.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3631,3631,3751,887,Yemen,2013,"Intentional homicide rates per 100,000",6.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3634,3634,3754,894,Zambia,2000,"Intentional homicide rates per 100,000",7.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3635,3635,3755,894,Zambia,2010,"Intentional homicide rates per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3636,3636,3756,894,Zambia,2015,"Intentional homicide rates per 100,000",5.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3639,3639,3759,716,Zimbabwe,2005,"Intentional homicide rates per 100,000",10.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3648,3648,3768,716,Zimbabwe,2010,"Intentional homicide rates per 100,000",5.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
3649,3649,3769,716,Zimbabwe,2012,"Intentional homicide rates per 100,000",6.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
